Symbol,Description,Asset_Type
PFO,Flaherty & Crumrine Preferred Fund,Stock
PFPT,Proofpoint Inc,Stock
PFS,Provident Financial Services,Stock
PFSI,Pennymac Financial Services In,Stock
PFSW,Pfsweb Inc,Stock
PG,Procter & Gamble Company,Stock
PGC,Peapack Gladstone FI,Stock
PGEM,Ply Gem Holdings Inc,Stock
PGH,Pengrowth Energy Corp,Stock
PGJ,Golden Dragon China Powershares ETF,Stock
PGLC,Pershing Gold,Stock
PGNX,Progenics Pharmaceut,Stock
PGP,Pimco Global Stocksplus & Income,Stock
PGR,Progressive Corp,Stock
PGRE,Paramount Group Inc,Stock
PGTI,Pgt Inc,Stock
PGZ,Principal Real Estate Income F,Stock
PH,Parker-Hannifin Corp,Stock
PHD,Pioneer Floating Rate Trust,Stock
PHG,Koninklijke Philips Electronics,Stock
PHH,Phh Corp,Stock
PHI,Philippine Long Distance Telephone,Stock
PHII,PHI Inc,Stock
PHIIK,PHI Inc Non-Voting,Stock
PHK,Pimco High,Stock
PHM,Pultegroup,Stock
PHO,Water Resources Powershares,Stock
PHT,Pioneer High Income Trust,Stock
PHX,Panhandle Royalty Company,Stock
PI,Impinj Inc,Stock
PICO,Pico Holdings Inc,Stock
PID,Intl Dividend Achievers Powershares,Stock
PIE,DWA Emerging Markets Momentum Portfolio PS,Stock
PIH,1347 Property Ins,Stock
PIHPP,1347 Property Insurance Holdings Inc Pfd Ser A,Stock
PII,Polaris Industries Inc,Stock
PIM,Putnam Master Intermediate Income,Stock
PINC,Premier Inc Cl A,Stock
PIO,Global Water Powershares,Stock
PIR,Pier 1 Imports,Stock
PIRS,Pieris Pharma,Stock
PIXY,Shiftpixy Inc,Stock
PIY,Merrill Lynch Depositor,Stock
PIZ,DWA Developed Markets Momentum Portfolio PS,Stock
PJC,Piper Jaffray Companies,Stock
PJH,Prudential Financial Inc,Stock
PJT,Pjt Partners Inc Class A,Stock
PK,Park Hotels & Resorts Inc,Stock
PKBK,Parke Bancorp Inc,Stock
PKD,Parker Drilling Company,Stock
PKE,Park Electrochemical Corp,Stock
PKG,Packaging Corporation of America,Stock
PKI,Perkinelmer,Stock
PKO,Pimco Income Opportunity Fund,Stock
PKOH,Park Ohio Hldg Cp,Stock
PKW,Buyback Achievers Powershares,Stock
PKX,Posco ADR,Stock
PLAB,Photronics Inc,Stock
PLAY,Dave & Buster's Ente,Stock
PLBC,Plumas Bancorp,Stock
PLCE,Children's Place Inc,Stock
PLD,Prologis Inc,Stock
PLNT,Planet Fitness,Stock
PLOW,Douglas Dynamics,Stock
PLPC,Preformed Line Prd,Stock
PLSE,Pulse Biosciences CS,Stock
PLT,Plantronics,Stock
PLUG,Plug Power Inc,Stock
PLUS,Eplus Inc,Stock
PLW,1-30 Laddered Treasury Powershares,Stock
PLXP,Plx Pharma Inc,Stock
PLXS,Plexus Cp,Stock
PLYA,Playa Hotels & Resorts N.V. Ordinary Shares,Stock
PM,Philip Morris International Inc,Stock
PMBC,Pacific Mercantile,Stock
PMD,Psychemedics,Stock
PME,Pingtan Marine,Stock
PMF,Pimco Muni,Stock
PML,Pimco Muni II,Stock
PMM,Putnam Managed Muni Income Trust,Stock
PMO,Putnam Muni Opportunities Trust,Stock
PMOM,Principal Sustainable Momentum Index ETF,Stock
PMPT,Isectors Post-Mpt Growth ETF,Stock
PMT,Pennymac Mortgage Investment Trust,Stock
PMT-A,Pennymac Mortgage Investment Trust,Stock
PMT-B,Pennymac Mortgage Investment Trust Pfd,Stock
PMTS,CPI Card Group,Stock
PMX,Pimco Muni Income Fund III,Stock
PNBK,Patriot Natl Bncp,Stock
PNC,PNC Bank,Stock
PNC.W,The PNC Financial Services Group,Stock
PNC-P,PNC Financial Services Group I,Stock
PNC-Q,The PNC Financial Services Gro,Stock
PNF,Pimco New York Muni,Stock
PNFP,Pinnacle Finl Ptnrs,Stock
PNI,Pimco New York Muni II,Stock
PNK,Pinnacle Entmt,Stock
PNM,PNM Resources Inc,Stock
PNNT,Pennantpark Investme,Stock
PNQI,Nasdaq Internet PS,Stock
PNR,Pentair Ltd,Stock
PNRG,Primeenergy Cp,Stock
PNTR,Pointer Telocation,Stock
PNW,Pinnacle West Capital Corp,Stock
PODD,Insulet Corp,Stock
POL,Polyone Corp,Stock
POLA,Polar Power Inc,Stock
POOL,Pool Corp,Stock
POPE,Pope Resource Uts,Stock
POR,Portland General Electric Company,Stock
POST,Post Holdings Inc,Stock
POWI,Power Integratn,Stock
POWL,Powell Inds Inc,Stock
PPBI,Pacific Premier Bncp,Stock
PPC,Pilgrim's Pride,Stock
PPDF,Ppdai Group Inc,Stock
PPG,PPG Industries,Stock
PPH,Pharmaceutical Vaneck ETF,Stock
PPIH,Perma-Pipe International Holdings Inc,Stock
PPL,PPL Corp,Stock
PPR,VOYA Prime Rate Trust,Stock
PPSI,Pioneer Pwr Sol,Stock
PPT,Putnam Premier Income Trust,Stock
PPX,PPL Capital Funding Inc,Stock
PQ,Petroquest Energy Inc,Stock
PQG,Pq Group Holdings Inc,Stock
PRA,Pro-Assurance Corp,Stock
PRAA,Pra Group Inc,Stock
PRAH,Pra Health,Stock
PRAN,Prana Bio Ltd Ads S1,Stock
PRCP,Perceptron Inc,Stock
PRE-F,Partnerre Ltd,Stock
PRE-G,Partnerre Ltd 6.50% Series G C,Stock
PRE-H,Partnerre Ltd 7.25% Series H C,Stock
PRE-I,Partnerre Ltd 5.875% Series I,Stock
PRFT,Perficient Inc,Stock
PRFZ,US 1500 Powershares,Stock
PRGO,Perrigo Company,Stock
PRGS,Progress Software,Stock
PRGX,Prgx Global Inc,Stock
PRH,Prudential Financial Inc,Stock
PRI,Primerica Inc,Stock
PRIM,Primoris Services Cp,Stock
PRKR,Parkervision Inc,Stock
PRLB,Proto Labs Inc,Stock
PRMW,Primo Water Corporat,Stock
PRN,Dynamic Industrials PS,Stock
PRO,Pros Holdings,Stock
PROV,Provident Financial,Stock
PRPH,Prophase Labs Inc,Stock
PRPL,Purple Innovation Inc.,Stock
PRPLW,Purple Innovation Inc. WT,Stock
PRPO,Precipio Inc,Stock
PRQR,Proqr Therapeutics,Stock
PRSC,Providence Svc Cp,Stock
PRSS,Cafepress Inc,Stock
PRTA,Prothena Corp,Stock
PRTK,Paratek Pharma Inc,Stock
PRTO,Proteon Thera Com ST,Stock
PRTS,U.S. Auto Parts Netw,Stock
PRTY,Party City Holdco Inc,Stock
PRU,Prudential Financial Inflation Retail,Stock
PSA,Public Storage,Stock
PSA-A,Public Storage 5.875%,Stock
PSA-B,Public Storage,Stock
PSA-C,Public Storage,Stock
PSA-D,Public Storage,Stock
PSA-E,Public Storage Prf,Stock
PSA-F,Public Storage Depositary 5.15% Series F Pfd,Stock
PSA-G,Public Storage Dep Shs Repstg 1/1000Th Cum Pfd B,Stock
PSAU,Global Gold & Precious Metals Portfolio PS,Stock
PSA-U,Public Storage,Stock
PSA-V,Public Storage,Stock
PSA-W,Public Storage,Stock
PSA-X,Public Storage,Stock
PSA-Y,Public Storagedepositary Share,Stock
PSA-Z,Public Storage,Stock
PSB,Business Parks,Stock
PSB-U,PS Business Parks Inc,Stock
PSB-V,PS Business Pks Inc Calif Dep,Stock
PSB-W,PS Business Parks Inc,Stock
PSB-X,PS Business Parks Inc Pfd,Stock
PSB-Y,PS Business Parks Inc Dep Shs Repstg 1/1000Th Pf,Stock
PSC,Resources Prospect Ltd,Stock
PSCC,S&P Smallcap Consumer Staples PS,Stock
PSCD,S&P Smallcap Consumer Disc PS,Stock
PSCE,S&P Smallcap Energy PS,Stock
PSCF,S&P Smallcap Financials PS,Stock
PSCH,S&P Smallcap Health Care PS,Stock
PSCI,S&P Smallcap Industrials PS,Stock
PSCM,S&P Smallcap Materials PS,Stock
PSCT,S&P Smallcap Info Tech PS,Stock
PSCU,S&P Smallcap Utilities PS,Stock
PSDO,Presidio Inc,Stock
PSDV,Psivida Corp Com,Stock
PSEC,Prospect Capital Cp,Stock
PSET,Principal Price Setters ETF,Stock
PSF,Cohen & Steers Preferred Fund,Stock
PSL,Dynamic Consumer Staples Powershares,Stock
PSMT,Pricesmart Inc,Stock
PSO,Pearson Plc,Stock
PSTG,Pure Storage Inc,Stock
PSTI,Pluristem Therapeutc,Stock
PSX,Phillips 66,Stock
PSXP,Phillips 66 Partners LP,Stock
PTC,Ptc Inc,Stock
PTCT,Ptc Therapeutics,Stock
PTEN,Patterson-Uti Energy,Stock
PTF,Dynamic Technology Powershares,Stock
PTGX,Protagonist Therapeutics Inc,Stock
PTH,Dynamic Healthcare Powershares,Stock
PTI,Proteostasis Ther,Stock
PTIE,Pain Therapeutics,Stock
PTLA,Portola Pharma,Stock
PTNR,Partner Comm Co Ltd,Stock
PTR,Petrochina Company Ltd,Stock
PTSI,P A M Transport Sv,Stock
PTX,Pernix Theraptcs,Stock
PTY,Pimco Corporate Opportunity Fund,Stock
PUB,Peoples Utah,Stock
PUI,Dynamic Utilities Powershares,Stock
PUK,Prudential Public Limited Company,Stock
PUK.P,Prudential 6.75%,Stock
PUK-A,Pru Plc Perp Sub Cap,Stock
PULM,Pulmatrix Inc,Stock
PUMP,Propetro Holding Corp,Stock
PVAC,Penn Va Corp,Stock
PVAL,Principal Contrarian Value Index ETF,Stock
PVBC,Provident Bancorp CS,Stock
PVG,Pretium Res Inc,Stock
PVH,Phillips-Van Heusen Corp,Stock
PWOD,Penns Woods Bancorp,Stock
PWR,Quanta Services,Stock
PX,Praxair,Stock
PXD,Pioneer Natural Resources Co,Stock
PXI,Dynamic Energy Powershares,Stock
PXLW,Pixelworks Inc,Stock
PXS,Pyxis Tankers,Stock
PY,Principal Shareholders Yield ETF,Stock
PYDS,Payment Data Syst,Stock
PYN,Pimco New York Muni Income Fund III,Stock
PYPL,Paypal Holdings,Stock
PYS,Pplus Trust,Stock
PYT,Pplus Trust,Stock
PYZ,Dynamic Basic Materials Powershares,Stock
PZC,Pimco California Muni Income Fund III,Stock
PZE,Petrobras Argentina S.A.,Stock
PZN,Pzena Investment Management Inc,Stock
PZZA,Papa John's Intl,Stock
QABA,Qtec First Trust ETF,Stock
QADA,Qad Inc,Stock
QADB,Q A D Inc Cl B,Stock
QAT,Ishares Qatar Capped ETF,Stock
QBAK,Qualstar Corp,Stock
QCLN,Nasdaq Clean Edge Green Energy Index Fund FT,Stock
QCOM,Qualcomm Inc,Stock
QCP,Quality Care Properties Inc,Stock
QCRH,Qcr Holdings Inc,Stock
QD,Qudian Inc ADR,Stock
QDEL,Quidel Cp,Stock
QEP,Qep Resources,Stock
QES,Quintana Energy Services Inc.,Stock
QGEN,Qiagen N.V.,Stock
QHC,Quorum Health Corp,Stock
QINC,Rba Quality Income ETF FT,Stock
QIWI,Qiwi Plc ADR,Stock
QLC,Flexshares US Quality Largecap,Stock
QLYS,Qualys Inc,Stock
QNST,Quinstreet Inc,Stock
QQEW,Nasdaq-100 EW Index Fund FT,Stock
QQQ,Nasdaq QQQ ETF,Stock
QQQC,G-X Nasdaq China Tech ETF,Stock
QQQX,Nuveen Nasdaq 100,Stock
QQXT,Nasdaq-100 Ex-Tech Sector Indexsm Fund FT,Stock
QRHC,Quest Resource,Stock
QRTEA,Liberty Int Qvc Sr A,Stock
QRTEB,Liberty Int Qvc Sr B,Stock
QRVO,Qorvo Inc,Stock
QSII,Quality Systems Inc,Stock
QSR,Restaurant Brands International,Stock
QTEC,Nasdaq-100 Technology Index Fund FT,Stock
QTM,Quantum Corp,Stock
QTNA,Quantenna Communications Inc,Stock
QTNT,Quotient Limited Ord,Stock
QTRH,Quarterhill Inc,Stock
QTRX,Quanterix Corporation,Stock
QTS,Qts Realty Trust Inc,Stock
QTS-A,Qts Realty Trust Inc. Pfd A,Stock
QTWO,Q2 Holdings Inc,Stock
QUAD,Quad Graphics Inc,Stock
QUIK,Quicklogic Corp,Stock
QUMU,Qumu Corp,Stock
QUOT,Quotient Technology Inc,Stock
QURE,Uniqure N.V.,Stock
QVCA,Liberty Int Qvc Sr A,Stock
QVCB,Liberty Int Qvc Sr B,Stock
QYLD,Recon Nq-100 Covered Call ETF,Stock
R,Ryder System,Stock
RA,Brookfield Real Assets Income Fund Inc,Stock
RACE,Ferrari N.V.,Stock
RAD,Rite Aid Corp,Stock
RADA,Rada Electr Inds Ltd,Stock
RAIL,Freightcar America,Stock
RAND,Rand Capital Cp,Stock
RARE,Ultragenyx Pharmaceu,Stock
RARX,Ra Pharmaceuticals Inc,Stock
RAS,Rait Financial Trust,Stock
RAS-A,Rait Financial TR Pf,Stock
RAS-B,Rait Financial TR Pf,Stock
RAS-C,Rait Fin TR Pfd C,Stock
RAVE,Rave Restaurant Grp,Stock
RAVN,Raven Industries Inc,Stock
RBA,Ritchie Bros. Auctioneers Inc,Stock
RBB,Rbb Bancorp,Stock
RBBN,Ribbon Communications Inc,Stock
RBC,Regal-Beloit Corp,Stock
RBCAA,Republic Bancorp Inc,Stock
RBCN,Rubicon Technology,Stock
RBNC,Reliant Bancorp Inc.,Stock
RBS,Royal Bank Scotland Group Plc,Stock
RBS-S,Royal Bank Scotland,Stock
RCI,Rogers Communication,Stock
RCII,Rent-A-Center Inc,Stock
RCKT,Rocket Pharmaceuticals Inc.,Stock
RCKY,Rocky Brands Inc,Stock
RCL,Royal Caribbean Cruises Ltd,Stock
RCM,R1 Rcm Inc,Stock
RCMT,R C M Tech Inc,Stock
RCON,Recon Technology Ltd,Stock
RCS,Rcm Strategic Global Government Fund,Stock
RCUS,Arcus Biosciences Inc.,Stock
RDC,Rowan Companies,Stock
RDCM,Radcom Ltd,Stock
RDFN,Redfin Corp,Stock
RDHL,Redhill Biophrma ADR,Stock
RDI,Reading Intl Cl A,Stock
RDN,Radian Group Inc,Stock
RDNT,Radnet Inc,Stock
RDS.A,Royal Dutch Shell Plc,Stock
RDS.B,Royal Dutch Shell,Stock
RDUS,Radius Health,Stock
RDVY,Rising Dividend Achievers ETF FT,Stock
RDWR,Radware Ltd,Stock
RDY,Dr. Reddy's Laboratories Ltd,Stock
RE,Everest Re Group,Stock
RECN,Resources Connect,Stock
REDU,Rise Education Cayman Ltd ADR,Stock
REFR,Research Frontiers,Stock
REG,Regency Centers Corp,Stock
REGI,Renewable Energy,Stock
REGN,Regeneron Pharmaceutical,Stock
REIS,Reis Inc,Stock
RELL,Richardson Electrncs,Stock
RELV,Reliv Intl Inc,Stock
RELX,Relx Plc,Stock
REN,Resolute Energy Corp,Stock
RENN,Renren Inc,Stock
RENX,Relx N.V.,Stock
REPH,Recro Pharma Inc,Stock
RES,RPC Inc,Stock
RESI,Altisource Residential Corporat,Stock
RESN,Resonant Inc,Stock
RETA,Reata Pharma Cla,Stock
RETO,Reto Eco-Solutions Inc Common Shares,Stock
REV,Revlon Inc,Stock
REVG,Rev Group Inc,Stock
REX,Rex American Resources Corp,Stock
REX-A,Rexford Industrial Realty Inc,Stock
REX-B,Rexford Industrial Realty Inc Pfd B,Stock
REXR,Rexford Industrial Realty Inc,Stock
REXX,Rex Energy Corporati,Stock
RF,Regions Financial Corp,Stock
RF-A,Regions Financial Corp,Stock
RFAP,Riverfront Dyn Asia Pacific ETF FT,Stock
RF-B,Regions Financial Corp,Stock
RFDI,Riverfront Dyn Developed Intl ETF FT,Stock
RFEM,Riverfront Dyn Emerging Markets ETF FT,Stock
RFEU,Riverfront Dyn Europe ETF FT,Stock
RFI,Cohen & Steers Total Return Realty Fund,Stock
RFIL,RF Industries Ltd,Stock
RFP,Resolute Forest Products Inc,Stock
RFT,Rait Financial Trust,Stock
RFTA,Rait Financial Trust,Stock
RGA,Reinsurance Group of America Inc,Stock
RGC,Regal Entertainment Group,Stock
RGCO,Rgc Resources Inc,Stock
RGEN,Repligen Cp,Stock
RGLD,Royal Gold Inc,Stock
RGLS,Regulus Therapeutics,Stock
RGNX,Regenxbio Inc,Stock
RGR,Sturm Ruger & Company,Stock
RGS,Regis Corp,Stock
RGSE,Real Goods Solar Inc,Stock
RGT,Royce Global Value Trust Inc,Stock
RH,Restoration Hardware Holdings,Stock
RHI,Robert Half International Inc,Stock
RHP,Gaylord Entertainment Company,Stock
RHT,Red Hat Inc,Stock
RIBT,Ricebran Technologie,Stock
RIBTW,Ricebrantech Warrant,Stock
RICK,RCI Hospitality Hold,Stock
RIG,Transocean Inc,Stock
RIGL,Rigel Pharmaceutical,Stock
RILY,B. Riley Financl,Stock
RILYG,B. Riley Financial Inc 7.25% Senior Notes Due,Stock
RILYL,B. Riley Financial Inc,Stock
RILYZ,B. Riley Financial Inc 7.50% Senior Notes Due,Stock
RING,Global Gold Miners MSCI Ishares,Stock
RIO,Rio Tinto Plc,Stock
RIOT,Riot Blockchain Inc,Stock
RIV,Rivernorth Opportunities Fund,Stock
RJF,Raymond James Financial,Stock
RKDA,Arcadia Bio,Stock
RL,Ralph Lauren Corp,Stock
RLGY,Realogy Holdings Corp,Stock
RLH,Red Lion Hotels Corp,Stock
RLI,Rli Corp,Stock
RLJ,Rlj Lodging Trust,Stock
RLJ-A,Rlj Lodging Trust $1.95 Series A,Stock
RLJE,Rlj Entertainment,Stock
RM,Regional Managment Corp,Stock
RMAX,Re/Max Holdings Inc,Stock
RMBL,Smart Server Inc,Stock
RMBS,Rambus Inc,Stock
RMCF,Rocky Mt Chocolate,Stock
RMD,Resmed Inc,Stock
RMGN,Rmg Networks Holding,Stock
RMNI,Rimini Street Inc,Stock
RMP,Rice Midstream Partners LP,Stock
RMP.P,Rivernorth Marketplace Lending Corp Term Pfd Ser,Stock
RMR,The Rmr Grp A,Stock
RMT,Royce Micro-Cap Trust,Stock
RMTI,Rockwell Medical In,Stock
RNDB,Randolph Bancorp Inc,Stock
RNDM,First Trust Exchange-Traded Fund Vi First Trust,Stock
RNDV,First Trust Exchange-Traded Fund Vi First Trust,Stock
RNEM,First Trust Exchange-Traded Fund Vi First Trust,Stock
RNET,Rignet Inc,Stock
RNG,Ringcentral Inc,Stock
RNGR,Ranger Energy Services Inc Class A,Stock
RNLC,First Trust Exchange-Traded Fund Vi First Trust,Stock
RNMC,First Trust Exchange-Traded Fund Vi Mid Cap US E,Stock
RNP,Cohen & Steers REIT and Preferred,Stock
RNR,Renaissancere Holdings Ltd,Stock
RNR-C,Renaissancere 6.08 C,Stock
RNR-E,Renaissancere Holdings Ltd,Stock
RNSC,First Trust Exchange-Traded Fund Vi First Trust,Stock
RNST,Renasant Corp,Stock
RNWK,Realnetworks Inc,Stock
ROBO,Global Robotics and Automation ETF,Stock
ROBT,FT Nasdaq Artificial Intelligence and Robotics E,Stock
ROCK,Gibraltar Ind Inc,Stock
ROG,Rogers Corp,Stock
ROIC,Retail Opp Invts Cp,Stock
ROK,Rockwell Automation Inc,Stock
ROKU,Roku Inc,Stock
ROL,Rollins Inc,Stock
ROLL,RBC Bearings Incorp,Stock
ROP,Roper Industries,Stock
ROSE,Rosehill Resources Inc,Stock
ROSEW,Rosehill Resources Inc,Stock
ROSG,Rosetta Genomics Ltd,Stock
ROST,Ross Stores Inc,Stock
ROYT,Pacific Coast Oil Trust,Stock
RP,Realpage Inc,Stock
RPAI,Retail Properties of America,Stock
RPD,Rapid7 Inc,Stock
RPIBC,Managed Portfolio Series Reinhart Intermediate B,Stock
RPM,RPM International Inc,Stock
RPT,Ramco-Gershenson Properties Trust,Stock
RPT-D,Ramco-Gershenson Properties Tru,Stock
RPXC,Rpx Corp,Stock
RQI,Cohen & Steers Quality Income Realty Fund Inc,Stock
RRC,Range Resources Corp,Stock
RRD,Donnelley [R.R.] & Sons Co,Stock
RRGB,Red Robin Gourm,Stock
RRR,Rd Rock Rsrts Cla,Stock
RRTS,Roadrunner Transportation Systems Inc,Stock
RS,Reliance Steel & Aluminum Company,Stock
RSG,Republic Services,Stock
RSLS,Reshape Lifesciences Inc,Stock
RSO,Resource Capital,Stock
RSO-C,Resource Capital Corp Preferre,Stock
RSPP,Rsp Permian Inc,Stock
RST,Rosetta Stone,Stock
RSYS,Radisys Cp,Stock
RTEC,Rudolph Technologies,Stock
RTIX,Rti Surgical Inc,Stock
RTN,Raytheon Company,Stock
RTRX,Retrophin Inc,Stock
RTTR,Ritter Pharmac. Com,Stock
RUBI,The Rubicon Project Inc,Stock
RUN,Sunrun Inc,Stock
RUSHA,Rush Entpr Cl A,Stock
RUSHB,Rush Entpr Cl B,Stock
RUTH,Ruth's Hospitality,Stock
RVEN,Reven Housing REIT,Stock
RVLT,Revolution Lgt Tc,Stock
RVNC,Revance Therapeutics,Stock
RVSB,Riverview Bancorp,Stock
RVT,Royce Value Trust,Stock
RWG.U,Regalwood Global Energy,Stock
RWG.W,Regalwood Global Energy Ws,Stock
RWGE,Regalwood Global Energy Ltd. Class A Ordinary Sh,Stock
RWLK,Rewalk Roboti Ord Sh,Stock
RWT,Redwood Trust,Stock
RXII,Rxi Pharmaceuticals,Stock
RXIIW,Rxi Pharmaceuticals Corporation Warrants Expirin,Stock
RXN,Rexnord Corp,Stock
RXN-A,Rexnord Corp,Stock
RY,Royal Bank of Canada,Stock
RYA-A,Rayonier Advanced Materials Inc Pfd. Series A,Stock
RYAAY,Ryanair Hldgs Plc,Stock
RYAM,Rayonier Advanced Materials Inc,Stock
RYB,Ryb Education Inc Aps,Stock
RYI,Ryerson Holding Corp,Stock
RYN,Rayonier Inc REIT,Stock
RY-T,Royal Bank of Canada,Stock
RYTM,Rhythm Pharmaceuticals Inc,Stock
RZA,Reinsurance Group of America I,Stock
RZB,Reinsurance Group of America I,Stock
S,Sprint Corp,Stock
SA,Seabridge Gold,Stock
SAB,Saratoga Investment Corp 6.75% Notes Due 2023,Stock
SABR,Sabre Corp,Stock
SAEX,Saexploration Hldgs,Stock
SAFE,Safety Income and Growth Inc,Stock
SAFM,Sanderson Farms In,Stock
SAFT,Safety Ins Group Inc,Stock
SAGE,Sage Therapeutic Com,Stock
SAH,Sonic Automotive,Stock
SAIA,Saia Inc,Stock
SAIC,Science Applications Internatio,Stock
SAIL,Sailpoint Technologies Holdings Inc,Stock
SAL,Salisbury Bancorp,Stock
SALM,Salem Media Grp Inc,Stock
SALT,Scorpio Bulkers Inc,Stock
SAM,Boston Beer Company,Stock
SAMG,Silvercrest Ast Cm A,Stock
SAN,Banco Santander,Stock
SAN-A,Banco Santander S.A. 6.80% Non,Stock
SAN-B,Santander Finance Preferred S.A.,Stock
SAN-C,Banco Santander S.A. 6.50% Non,Stock
SAN-I,Banco Santander Central Hispano,Stock
SANM,Sanmina Corp,Stock
SANW,S&W Seed Company,Stock
SAP,SAP Ag,Stock
SAR,Saratoga Investment Corp,Stock
SASR,Sandy Spring Bancorp,Stock
SATS,Echostar Corp,Stock
SAUC,Diversified Rstrt HD,Stock
SAVE,Spirit Airlines Inc,Stock
SB,Safe Bulkers Inc,Stock
SBAC,SBA Communications,Stock
SBBC,Scorpio Tankers Inc 8.25% Senior Notes Due 2019,Stock
SBBP,Strongbridge Bio Ord,Stock
SBBX,Sussex Bancorp,Stock
SB-C,Safe Bulkers Inc,Stock
SBCF,Seacoast Banking Cp,Stock
SB-D,Safe Bulkers Inc,Stock
SBFG,Sb Financial Group,Stock
SBFGP,Sb Fin Grp Dep Shs,Stock
SBGI,Sinclair Brdcst A,Stock
SBGL,Sibanye Gold Limited American D,Stock
SBH,Sally Beauty Holdings,Stock
SBI,Western Asset Intermediate Fund Inc,Stock
SBLK,Star Bulk Carriers,Stock
SBLKZ,Star Bulk Carriers Corp 8.30% Senior Notes Due,Stock
SBNA,Scorpio Tankers Inc,Stock
SBNY,Signature Bank,Stock
SBNYW,Signature Bank Warrant,Stock
SBOT,Stellar Biotch Cm ST,Stock
SBOW,Silverbow Resources Inc,Stock
SBPH,Spring Bank Ph CS,Stock
SBR,Sabine Royalty Trust,Stock
SBRA,Sabra REIT,Stock
SBRAP,Sabra Hlthcare REIT,Stock
SBS,Cia De Saneamento Basico Do Estado,Stock
SBSI,Southside Bancshares,Stock
SBT,Sterling Bancorp Inc,Stock
SBUX,Starbucks Corp,Stock
SC,Santander Consumer USA Holdings,Stock
SCA,Stellus Capital Investment 5.75% Notes Due 2022,Stock
SCAC,Saban Capital Acquisition Corp,Stock
SCACU,Saban Capital Acquisition Corp Un,Stock
SCACW,Saban Capital Acquisition Corp Warrants,Stock
SCCO,Southern Peru Copper Corp,Stock
SCD,Lmp Capital and Income Fund Inc,Stock
SCE-G,Sce Trust II,Stock
SCE-H,Sce Trust III 5.75%,Stock
SCE-J,Sce Trust IV,Stock
SCE-K,Scr TR V Fxd/Fltg Rate,Stock
SCE-L,Sce Trust Vi TR Pref Secs,Stock
SCG,Scana Corp,Stock
SCH-C,Charles Schwab Corp Pref Share,Stock
SCH-D,Charles Schwab Corp Dep Pfd.,Stock
SCHL,Scholastic Cp,Stock
SCHN,Schnitzer Steel A,Stock
SCHW,The Charles Schwab Corp,Stock
SCI,Service Corporation International,Stock
SCKT,Socket Mobile,Stock
SCL,Stepan Company,Stock
SCM,Stellus Capital Investment Cor,Stock
SCON,Superconductor Tech,Stock
SCPH,SC Pharmaceuticals Inc,Stock
SCS,Steelcase Inc,Stock
SCSC,Scansource Inc,Stock
SCVL,Shoe Carnival Inc,Stock
SCWX,Secureworks Corp CS,Stock
SCX,L.S. Starrett Company,Stock
SCYX,Scynexis Inc,Stock
SCZ,Ishares EAFE Smallcap ETF,Stock
SD,Sandridge Energy Inc,Stock
SDLP,Seadrill Partners Llc,Stock
SDR,Sandridge Mississippian Trust,Stock
SDRL,Seadrill Ltd,Stock
SDT,Sandridge Mississippian Trust I,Stock
SDVY,FT Smid Cap Rising Dividend Achievers ETF,Stock
SE,Sea Limited ADR,Stock
SEAC,Sea Change Intl In,Stock
SEAS,Seaworld Entertainment Inc Co,Stock
SECO,Secoo Holding ADR,Stock
SEDG,Solaredge Tech,Stock
SEE,Sealed Air Corp,Stock
SEED,Origin Agritech Limi,Stock
SEIC,Sei Investments Co,Stock
SEII,Sharing Economy International Inc.,Stock
SELB,Selecta Biosciences,Stock
SELF,Global Self Storage,Stock
SEM,Select Medical Holdings Corp,Stock
SEMG,Semgroup Corp,Stock
SEND,Sendgrid Inc,Stock
SENEA,Seneca Foods Cp A,Stock
SENEB,Seneca Foods Cp B,Stock
SEP,Spectra Energy Partners LP,Stock
SERV,Servicemaster Global Holdings I,Stock
SES,Synthesis Energy Sys,Stock
SF,Stifel Financial Corp,Stock
SF-A,Stifel Financial Corp,Stock
SFB,Stifel Financial Corporation 5.20% Senior Notes,Stock
SFBC,Sound Financial,Stock
SFBS,Servisfirst Bancs,Stock
SFE,Safeguard Scientifics,Stock
SFIX,Stitch Fix Inc,Stock
SFL,Ship Finance International,Stock
SFLY,Shutterfly Inc,Stock
SFM,Sprouts Farmers Mark,Stock
SFNC,Simmons First Natl,Stock
SFS,Smart,Stock
SFST,Southern First Bancs,Stock
SFUN,Soufun Holdings,Stock
SGBX,Sg Blocks Inc,Stock
SGC,Superior Uniform Grp,Stock
SGEN,Seattle Genetics Inc,Stock
SGF,Singapore Fund,Stock
SGH,Smart Global Holdings Inc,Stock
SGLB,Sigma Labs Inc,Stock
SGLBW,Sigma Labs Inc Warrant,Stock
SGMA,Sigmatron Intl Inc,Stock
SGMO,Sangamo Therapeutics,Stock
SGMS,Scientific Games,Stock
SGOC,Sgoco Group Ltd,Stock
SGQI,Janus Sg Global Quality Income ETF,Stock
SGRP,Spar Group Inc,Stock
SGRY,Surgery Partners CS,Stock
SGU,Star Gas Partners LP,Stock
SGY,Stone Energy Corp,Stock
SGYP,Synergy Pharma,Stock
SGZA,Selective Insurance Group Inc,Stock
SHAK,Shake Shack Inc,Stock
SHBI,Shore Bancshares Inc,Stock
SHEN,Shenandoah Telecom,Stock
SHG,Shinhan Financial Group Co Ltd,Stock
SHI,Sinopec Shangai Petrochemical Company Ltd,Stock
